id,texto,rotulo
2655,HAHAHAHAHA QUE MULHER MARAVILHOOOOOSA #ENCONTRO,positivo
2656,Que cara lixo esse da plateia do encontro #encontro,negativo
2657,"23h25 - Globo 13.8, SBT 8.2, RecordTV 6.8, Band 6.2 #MasterChefBR",neutro
2658,"Que moça bonita @user, linda @user !! #VideoShowAoVivo",positivo
2659,"Eu queria tá em casa nesse momento, vendo o #VideoShowAoVivo",negativo
2660,"Duvidar, criticar e determinar #ConversaComBial",neutro
2661,#MasterChefBR Fogaça na prévia... Lindooo,positivo
2662,Esse ep ia ser o mlhr se a Miriam tivesse saído  #MasterChefBR,negativo
2663,"Eu iria preferir fazer a sardinha em lata, com toda certeza! #MasterChefBR",neutro
2664,#VideoShowAoVivo esse momento recordações com os artistas são lindos! Seria tão emocionante vermos #ChristianeTorloni nele! 😍😍😍@user,positivo
2665,Que confusão essa essa prova #MasterChefBR,negativo
2666,Oque importa é ficar do seu lado @user #MaiaraeMaraisaNoBial #ConversaComBial,neutro
2667,"Cooooorre, ver meu divo @user no #ÉdeCasa!",positivo
2668,@user @user Que triste a saída do @user ! Ahh não quero mais assistir o @user ! #VoltaVitorB #MasterChefBR,negativo
2669,Miriam tá quietinha #MasterChefBR,neutro
2670,SANDY MARAVILHOSAAAA #Encontro,positivo
2671,Esse João Vicente é um sapão né?! #Encontro,negativo
2672,Cadê a @user no Morning pra falar de #MasterchefBR ??? Queremos Vera comentando tudo e dando vra nos haters #QueremosJustiça,neutro
2673,"Scrr!! Michel Teló falando ""segue o baile"" kkkkkk adorei isso! #VideoShowAoVivo",positivo
2674,Na vida eu sou essa lulu da palmeranea de @user . Indignada c a pantufa de unicórnio da Namaria 😜 #MaisVocê,negativo
2675,Globo Recife (13/05) #CaldeirãoDoHuck 16.7 #Futebol 23.2 #NovoMundo 32.7 #RockStory 33.1 #AForçaDoQuerer 35.0 #Zorra 27.0 #AltasHoras 14.3,neutro
2676,@user @user Maior diva do #MasterChefBR que a gente respeita ❤,positivo
2677,Como assim o Victor saiu do #MasterChefBR? Pra quem vou torcer agora? ☹️,negativo
2678,"Hoje tem doce de abóbora no ""Mais Você"", avisem @user #MaisVoce @user",neutro
2679,Hora da diversão #DomingoLegal,positivo
2680,"#MasterChefBR torta crua, não pode!",negativo
2681,"00h06 - Globo 8.8, Band 6.2, SBT 6.1, RecordTV 5.8 #MasterChefBR",neutro
2682,Só eu que tô shippando o chef convidado Com Douglas? Scr  #MasterChefBR,positivo
2683,"nao sei como aquela mulher aguenta esse homem, Deus me livre, machista #Encontro",negativo
2684,Um olho no #MasterChefBR e o outro no #ConversaComBial,neutro
2685,eu acho Débora muito linda #MasterChefBr,positivo
2686,O cara que mais joga sujo falando sobre o que é justo ou não.  Difícil aturar esse Leonardo. #MasterChefBR,negativo
2687,#MaisVoce..Ana o FGTS não é descontado..é benefício..mas é direito nosso. O meu estava ok,neutro
2688,Jesus amadooooo que clipe é esse... @user não é de Deus só pode... que homem é esse... ele é perfeito D+ gostoso D+ 😻😻 #TheNoite,positivo
2689,"Só isso de Vivianne Pasmanter Ana Maria? A vai tomar no cu, não sabe aproveitar o artista quando vai.  #MaisVoce",negativo
2690,"Ao falar outra língua/idioma, nossa personalidade tb muda um pouco? #ConversaComBial",neutro
2691,A voz da Lucero 😍😍😍 #DomingoLegal,positivo
2692,chorando um pouquinho com essa homenagem à mãe do Serginho #AltasHoras,negativo
2693,Consolidados - GLOBO (12/05):  #ConversaComBial 7.5 #Homeland 6.7 #Corujão I 5.2 #Corujão II 4.0,neutro
2694,Namaria mostrando que nosso unicórnio tá VIVO. 😍✨🦄 // #MaisVoce,positivo
2695,Eu não sou vegetariana mas acho ridículo carnívoro tendo nojinho de carne! E ainda mais quem se diz cozinheiro! #MasterChefBR,negativo
2696,A oração só funciona se for pra nossa senhora de Nazaré #MasterChefBR,neutro
2697,"#VideoShowAoVivo Adoro o profissionalismo, o charme e a espontaneidade da Fátima. Vida longa ao Encontro",positivo
2698,Será que Yoko vai ser a última de novo? #MasterChefBR,negativo
2699,#AltasHoras Alagoas,neutro
2700,"Fátima, essas pernas tá de parabéns viu! 👏👏👏 #VideoShowAoVivo",positivo
2701,Se fosse a Fátima teria convidado só global q apoiou Aecio kkkkk #Encontro,negativo
2702,#MasterChefBR chama o bombeiro ooo,neutro
2703,"Sophia Abrahão chorando, me representou! #AltasHoras",positivo
2704,ei @user cancela o Raul falando asneira e começa o programa mais cedo! estar acordada 2 am numa terça é sacanagem po #MasterChefBR,negativo
2705,Seja gestor de sua própria mente... Augusto Cury  #ConversaComBial,neutro
2706,#VideoShowAoVivo Chico e Caetano.  Demais!!!👏👏👏👏,positivo
2707,"""parecendo uma sacoleira"" HAHAHAHAHAHAHA #VideoShowAoVivo",negativo
2708,"""Vem nim mim, wifi"" kkkkkkkkk que música é essa ???? #VideoShowAoVivo",neutro
2709,Tia Mônica tá lindona !!!! 😻💙 #EDeCasa,positivo
2710,#MasterChefBR nem começou e eu já estou com fome só de ver a Prévia,negativo
2711,se fosse eu eu ia fazer macarrão com sardinha enlatada kkkkkkkk #MasterChefBr,neutro
2712,Só o jeito q o #TheNoite faz os Merchans tem mais graça q certos programas ai,positivo
2713,"Quando a gente pensa q o @user  não pode ser mais ridículo, ele vem com o funk gospel​. kkkkkkkkk #TheNoite",negativo
2714,#Encontro Na maioria das vezes a violencia esta camuflada dentro de casa,neutro
2715,"Ver o Cumpadre Washington dá vontade de dizer ""tutututu pá!"" #eotchannoaltashoras #altashoras",positivo
2716,Cheguei com medo de ler a TL pra não ver spoiler de #MasterChefBR,negativo
2717,180 reais a gente faz sucesso e ainda parcela em 5x #VideoShowAoVivo,neutro
2718,Melhor programa da tarde 👏 #VideoShowAoVivo,positivo
2719,"Quem é pra sair tá ficando, e quem é pra ficar tá saindo 🤔 Não tô entendendo nada #MasterChefBR",negativo
2720,"""Não existe crime q não seja minimamente premeditado!!"" #TheNoite #ChupaDireitosHumanos!",neutro
2721,#VideoShowAoVivo vamos que vamos melhor programa da tarde,positivo
2722,"Que cara mais escroto dizendo que lavar louca não é coisa de homem! Gente, me diz que isso é uma pegadinha desse otario #Encontro",negativo
2723,"ALIMENTO TERMOGÊNICO NÃO EXISTE, GENTE. #MasterChefBR",neutro
2724,A Sophia Abrahão tá me representando muito bem hj no #AltasHoras  Eu tô em lágrimas aqui.,positivo
2725,São Pedro vai devagar aí com a chuva pq a TV já tá querendo sair do ar 😡😡😡😡 #MaiaraeMaraisaNoBial  #ConversaComBial,negativo
2726,Taís Araújo não curtiu essa abóbora  #MasterChefBR,neutro
2727,Olhaaa ela 😍😍#FátimaNoVideoShow #VideoShowAoVivo,positivo
2728,Por que #ConversacomBial passa tão tarde? Pq? 😭,negativo
2729,Mr Catra (@user) falando que vai ser pai pela 33°vez. 😱😱😱😱😱😱😱😱😱😱😱😱😱😱😂😂😂😂😂😂😂😂 #TheNoite @user @user.,neutro
2730,Gente que graça esse filho do Groisman s2 #papapaparalizou #tchan #AltasHoras,positivo
2731,Voltou pra participar da Casa dos Artistas 1 na verdade hahahahah  #TheNoite,negativo
2732,"Duplicou a violência no BR graças ao desarmamento, valeu @user . #TheNoite",neutro
2733,#TheNoite tá foda hoje,positivo
2734,#MasterChefBR detesto sardinha!!!!!,negativo
2735,"E agora? #ConversacomBial com o melhor, o Padre Fabio ou ver quem saiu no #MasterChef",neutro
2736,#VideoshowAoVivo Fátima linda como sempre 😍,positivo
2737,vitor b é o menino que cortou o dedo ele não tem mais nome #MasterChefBr,negativo
2738,o rapaz que ta no programa da Fátima é a cara do johnny depp #Encontro,neutro
2739,"As Galvão são muito engraçadas, já chegaram pedindo beijinho do Tiago 😅 #Encontro",positivo
2740,To achando q o problema é o avental azul #MasterChefBR,negativo
2741,"Milk shake e vaca preta, que manhã #MaisVocê",neutro
2742,@user é o máximo! Adorando esse café!! #MaisVoce,positivo
2743,Estava perdendo o Padre Fabio de Melo na #ConversaComBial,negativo
2744,Tenta me reconhecer No temporal Me espera 🎵🎶  #SandyNoEncontro  #Encontro,neutro
2745,"""Nando Reis fez música para a esposa"" 💙💙💙💙💙💙💙💙💙💙💙💙💙 #NandoReisNoEncontro #encontro",positivo
2746,"Nem vou poder gritar quando passar o clipe, tá cheio de gente aqui em casa 😂 #DomingoLegal",negativo
2747,#MasterChefBR luta agora vai ser um duelo  dos peixes,neutro
2748,imagina que top ser filha da Fátima Bernardes e do William Bonner #encontro,positivo
2749,Será que a Fátima não fica triste por ter tirado a Tv Globinho não ? #VideoShowAoVivo,negativo
2750,Cadê @user gente!? #EDeCasa,neutro
2751,"@user me representa, tb n gosto de abóbora #MaisVoce",positivo
2752,Dá pra ver que a Ana Maria não entende nada do Mr Brown (nem sei se escreve assim) #MaisVoce,negativo
2753,"E o #encontro já começa ao som de ""Aquela dos 30"" 😀 #SandyNoEncontro",neutro
2754,Que cabelo lindo @user 😍 #Encontro,positivo
2755,Repescagem já!!  #MasterChefBR,negativo
2756,Tô muito sentimental hj ainda mais assistindo #altashoras,neutro
2757,"Catra da uma aula de política e depois fala que a nova música dele é ""Ppk chora"" kkkkkkkkk mitooo  #thenoite",positivo
2758,"Meu Deus, tô sofrendo vendo o #MaisVoce",negativo
2759,#VideoShowAoVivo Desculpe chequei e tá certo foram 23 anos abs,neutro
2760,Lua Blanco maravilhosa no #Encontro 😍😍👏👏👏,positivo
2761,"#VideoShowAoVivo convenhamos, a Cibele é muito fresca. Ritinha é linda e espontânea.",negativo
2762,#EquipeAzul pq gostei mais do cardápio e pq a Miriam tá no vermelho #MasterChefBR,neutro
2763,CHARLIE HUNNAM QUE HOMÃO DA PORRA BICHO #TheNoite,positivo
2764,"Comer sapo, quero não! #MasterChefBR",negativo
2765,Fátima Bernardes relembrando momentos da carreira no  #VideoShowAoVivo,neutro
2766,"Fátima Bernardes, sou fã! #videoshowaovivo",positivo
2767,Eu to tremendo  #MasterChefBR,negativo
2768,"Virou doença mandar nude? hm, ata. #Encontro",neutro
2769,Falta pouco  #MasterChefBR  👀💖😋,positivo
2770,"#MasterChefBR aí meu ""coraçaum"" os dois  :(  São uns queridos",negativo
2771,começou bem  hein #Encontro,neutro
2772,"""Africano virou negro quando foi acorrentado"" Nabby arrasando no #Encontro",positivo
2773,Esse embuste desse Leonardo têm que VAZAR hoje!!! #MasterChefBR,negativo
2774,Das 10 novelas que passaram 7 eram do Walcyr #VideoShowAoVivo,neutro
2775,"A @user são demais! Super talentosas e simpáticas!  E ainda mandando ""Como Nossos Pais"", aliás mandaram bem! #ConversaComBial",positivo
2776,Vergonha alheia #Encontro,negativo
2777,#AltasHoras tem um maluco alí dançando mais que a Carla Peres bem no alto da arquibancada 😂😂😂😂,neutro
2778,E eu que chorei com Maiara e Maraisa cantando Como nossos pais abraçadas e emocionadas? #ConversaComBial,positivo
2779,#VideoShowAoVivo Quero que saía rolando a glória pires,negativo
2780,#MasterChefBR Acho que hj não tem a maldição do time azul!!,neutro
2781,JOÃO BRAVO *-* q lindinhoooooo #VideoShowAoVivo,positivo
2782,Vou precisar dormir umas 100 horas pra ver se me recupero do programa de hoje!! #MasterChefBR,negativo
2783,"Ontem (17), os infantis e Talk Show do SBT marcaram:  #MundoDisney 4.3 #BomDiaECia 6.6 #ClubeDoChaves 7.1 #TheNoite @user 4.4",neutro
2784,"#AltasHoras.  Estamos juntos, @user . Minha mãe também era Ana e também brilha no Universo.",positivo
2785,Enquanto uma chora pela saída do Vitor a outra chora por ela mesma. É a vida né #MasterChefBR,negativo
2786,"Ah,tá claro.Se aqui no Brasil voltasse a Monarquia,claro que quem seria o Rei era o Roberto Carlos .  #thenoite",neutro
2787,Nada melhor que um cuscuz com sardinha torrada 😋. #MasterChefBR,positivo
2788,Quando é que a Miriam vai sair do #MasterChefBR ??? Tou farta dela🙄,negativo
2789,Era a Bela Gil no clipe do Tchan?? #AltasHoras hahaha,neutro
2790,@user Tá querendo matar a gente de tanta emoção?? Coisa + linda Laís falando de como via a vida antes e após o acidente! #AltasHoras,positivo
2791,Não aceito a saída da Douglas!!!!! #MasterchefBr,negativo
2792,#MasterChefBR Léo tacou uma maldição sinistra ali,neutro
2793,Interessante analisar a perspectiva de quem é amante na relação. Da uma boa pesquisa antropológica.  #Encontro,positivo
2794,Não acredito que perdi a Viviane Pasmanter #MaisVoce,negativo
2795,"@user pra @user: ""Acho que ela chega na final!"" 😂😂😂😂😂😂😂😂😂😂 #MasterChefBR",neutro
2796,"Otaviano você tá lindo demais, a Sophia também, mostra os looks de vocês um dia, sou apaixonada pelas roupas do Ota #VideoShowAoVivo",positivo
2797,#ConversaComBial O programa está perdendo a mão. Muitos recortes! Começar com os convidados já sentados é péssimo.  Melhora aí #pedrobial,negativo
2798,#videoShowAoVivo- o filho da Juliana era o Zac de Rock Story,neutro
2799,#MasterChefBR Fogaça eh a definição de Homão da Porra 😅,positivo
2800,"#MasterChefBR no H&amp;H Na prova da sardinha, o q eles falam e a gente pode concluir... É q ninguém tem nada formatado na cabeça e sem noçao",negativo
2801,eu tinha desligado a tv dai lembrei do #MasterChefBR parece q alguém não vai dormir cedo hj,neutro
2802,#videoshowaovivo Totia Meirelles é a musa do clipe Guilherme Arantes.,positivo
2803,"Existe a falsa impressão de que o avanço da idade valorize o homem e desvalorize a mulher, o que causa preconceito até hoje. #Encontro",negativo
2804,Vou ver pela primeira vez #ConversaComBial,neutro
2805,Prefiro as mais velhas 😍 Mas tem novinhas q 👏 #Encontro,positivo
2806,Que música sem graça essa da Vanessa da Mata! #altashoras,negativo
2807,João Vicente vai já dá uma cantada na Fátima. #encontro,neutro
2808,#Encontro hj me fazendo ter um momento de reflexão,positivo
2809,Adoro #ConversaComBial Mas dupla caipira é demais pro meu coração abusado pelo dia agitado de hoje. Não dá!! Tenho saco não.,negativo
2810,Após #TheNoite as principais notícias do Brasil e do mundo com @user no #SBTNotícias. Não percam! #RT?!,neutro
2811,Lembrando agora do #masterchefbr e feliz do Vitor ter tido nova chance e continuado,positivo
2812,#MasterChefBR Acho que chegou o momento em que vamos começar a ficar triste com cada eliminação. E a competição vai aumentar.,negativo
2813,Pega a da lata e faz macarrão com sardinha rapidinho #MasterChefBR,neutro
2814,Que lindo a história de Nossa senhora de Fátima 🙏🏽☺️😍  #MaisVoce #BomDia,positivo
2815,Essas eliminações do #MasterChefBr estão acabando com meu psicológico.,negativo
2816,Cadê o Theo? #MaisVocê,neutro
2817,#VideoShowAoVivo amando ver o @user e o @user acompanhados da @user,positivo
2818,Perdi o começo do #FofocalizandoNoSBT vendo #VideoShowAoVivo... O que aconteceu com a filha da Marieta? Alguém me contaaaa!,negativo
2819,"Catra vai ser pai again, novidade nenhuma kfjfondpzmdldmdl #TheNoite",neutro
2820,Vitor é gracinha demais  #MasterChefBR,positivo
2821,"Alguém manda o Leonardo calar a boca, PELO AMOR DE DEUS. #MasterChefBR",negativo
2822,Consolidados - GLOBO (15/05):  #JornalHoje 12.4 #VídeoShowAoVivo 9.6 #SessãoDaTarde 12.1 #SenhoraDoDestino 16.7,neutro
2823,Rodrigo Santoro lindo né #ConversaComBial,positivo
2824,Gente o cabelo e a maquiagem da Ana Maria Braga estão indo para  alguma festa que o resto do corpo não forão convidados 😂😂😂 #MaisVoce,negativo
2825,"Preciso de Rtt gente, SVD e endico vcs   #PrisonBreak #MasterChefBR",neutro
2826,Eu quero chorar com esse neném lindo #AltasHoras,positivo
2827,jairo bouer uma antipatia absoluta desde os tempos do erotica mtv #Encontro,negativo
2828,Vanessa da Matta tá parecendo a Beth Carvalho #altashoras,neutro
2829,#Encontro A música romântica iluminou os rostos de todos no programa da Fárima nesta manhã.,positivo
2830,#MaisVoce @user vídeo da Thaís.Muito indelicado alguém fazer uma comida q alguém não gosta e pior qd exige comer. Programa fraco,negativo
2831,"Patê de sardinha bem temperada com salcinha e cebola no pão de forma, não falha. #MasterChefBR",neutro
2832,O Danilo se batendo no chão 😂😂😂😂😂😂😂😂😂 #TheNoite,positivo
2833,"Sophia não tem opinião pra nada, parece um robô. #VideoShowAoVivo",negativo
2834,DimDim = Sacolé = Gelinho!? Pra mim aquilo é JuJu #VideoShowAoVivo,neutro
2835,"#MaisVocê senhor me perdoe,mas eu amo esse chef gato 😍😍❤❤❤",positivo
2836,Victor B me deixa nervosa em todo episódio #MasterChefBR,negativo
2837,"@user você não sabe fazer nada, então... qualquer coisa que tu pegar é novo. #MasterChefBR",neutro
2838,#MasterChefBR #EquipeAzul entrada linda,positivo
2839,É impressão minha ou quem tá apresentando o #maisvocê hoje é o #supla #papito?! #anamariapaito,negativo
2840,Flora e Donatela no #encontro,neutro
2841,Marcos Pitombo estará no programa #Encontro segunda-feira foi a gente que pediu sim AAAAAAAAAH,positivo
2842,Esse Leonardo está chato demais #MasterChefBR,negativo
2843,Vendo @user no #TheNoite falando de #desarmamento,neutro
2844,Imagens lindas e fotos belíssimas do casamento de @user #DomingoLegal,positivo
2845,Como que a menina diz que a Claudia Raia tava no clipe do É o Tchan?  #AltasHoras  Que lerda,negativo
2846,"Fogaça não consegue decidir se usa ou não os óculos, é tirando e pondo o tempo todo. kkkkkk #MasterChefBR",neutro
2847,"Bom dia, @user . Linda produção visual. Parabéns!   #Encontro.",positivo
2848,"Fiquei triste que o Victor B. saiu. Não queria, mas nem achei que o prato dele tava tão ruim assim. De verdade #MasterChefBR",negativo
